timestamp,cpu_percent,memory_percent,process_count,network_connections,established_connections,disk_read_mb,disk_write_mb,unique_process_names
2026-08-30T12:09:24.076124,9.5,35.1,343,84,9,0.0,0.066,286
2026-08-30T12:09:28.110388,12.2,35.1,343,84,9,0.0,0.035,286
2026-08-30T12:09:32.142679,9.3,35.1,343,85,8,0.0,0.305,286
2026-08-30T12:09:36.176630,11.6,35.2,343,83,7,0.0,0.117,286
2026-08-30T12:09:40.197806,10.6,35.2,343,83,6,0.0,0.156,286
2026-08-30T12:09:44.231423,10.3,35.2,343,84,6,0.0,0.258,286
2026-08-30T12:09:48.279334,11.8,35.2,343,81,6,0.0,1.008,286
2026-08-30T12:09:52.312258,10.0,35.1,343,84,6,0.0,0.0,286
2026-08-30T12:09:56.344206,10.6,35.2,343,84,6,0.0,0.391,286
2026-08-30T12:10:00.362336,10.8,35.1,343,82,6,0.0,0.941,286
2026-08-30T12:10:04.393490,8.5,35.2,343,84,6,0.0,0.066,286
2026-08-30T12:10:08.424127,11.9,35.3,343,81,6,0.0,0.145,286
2026-08-30T12:10:12.455975,10.0,35.2,343,82,6,0.0,0.0,286
2026-08-30T12:10:16.493035,9.9,35.2,343,82,6,0.0,0.969,286
2026-08-30T12:10:20.527484,7.8,35.2,343,80,6,0.0,0.168,286
2026-08-30T12:10:24.561753,9.5,35.2,344,79,6,0.0,0.0,287
2026-08-30T12:10:28.594309,10.5,35.2,343,80,6,0.0,0.203,286
2026-08-30T12:10:32.622480,9.5,35.1,343,78,6,0.0,0.414,286
2026-08-30T12:10:36.657191,10.5,35.2,343,78,6,0.0,0.145,286
2026-08-30T12:10:40.691021,9.6,35.2,343,79,6,0.0,0.469,286
2026-08-30T12:10:44.727082,10.8,35.2,342,75,6,0.0,0.637,285
2026-08-30T12:10:48.750901,10.3,35.2,343,77,6,0.0,0.398,286
2026-08-30T12:10:52.785053,10.7,35.2,343,75,6,0.0,0.531,286
2026-08-30T12:10:56.817307,11.0,35.3,343,76,6,0.0,0.039,286
2026-08-30T12:11:00.844891,9.8,35.2,343,78,6,0.0,0.105,286
2026-08-30T12:11:04.879357,9.9,35.2,343,78,6,0.0,0.934,286
2026-08-30T12:11:08.933966,12.5,35.3,342,78,6,0.0,0.188,285
2026-08-30T12:11:12.966490,10.6,35.2,342,80,6,0.0,0.234,285
2026-08-30T12:11:17.000301,10.8,35.3,342,79,6,0.0,0.891,285
2026-08-30T12:11:21.037762,9.2,35.2,342,79,6,0.0,0.188,285
2026-08-30T12:11:25.071126,9.2,35.3,342,80,6,0.0,0.102,285
2026-08-30T12:11:29.105504,11.0,35.3,342,78,6,0.0,0.312,285
2026-08-30T12:11:33.139962,8.8,35.2,342,79,6,0.0,0.816,285
2026-08-30T12:11:37.174436,14.0,35.3,342,78,6,0.0,0.148,285
2026-08-30T12:11:41.207582,20.3,35.7,342,78,6,0.0,0.109,285
2026-08-30T12:11:45.234025,13.7,35.7,342,79,6,0.0,0.281,285
2026-08-30T12:11:49.258597,6.0,35.8,341,79,6,0.0,0.477,284
2026-08-30T12:11:53.291107,5.4,35.9,343,79,6,0.035,0.184,286
2026-08-30T12:11:57.318337,7.8,36.1,343,81,6,0.0,0.758,286
2026-08-30T12:12:01.347662,10.5,35.7,347,80,6,0.0,0.539,287
2026-08-30T12:12:05.376568,15.1,36.4,345,83,6,0.0,1.926,285
2026-08-30T12:12:09.401661,7.5,36.4,345,82,6,0.0,2.652,285
2026-08-30T12:12:13.434290,6.6,36.1,345,80,6,0.0,0.309,285
2026-08-30T12:12:17.461654,4.7,36.1,345,82,6,0.0,0.723,285
2026-08-30T12:12:21.496021,13.5,36.7,345,81,7,0.0,1.277,285
2026-08-30T12:12:25.522342,10.8,36.0,345,84,8,0.0,0.727,285
2026-08-30T12:12:29.542949,12.8,35.8,346,86,8,0.0,0.508,286
2026-08-30T12:12:33.573498,6.1,35.6,342,84,8,0.0,1.684,285
2026-08-30T12:12:37.604116,6.5,35.7,342,84,8,0.0,0.922,285
2026-08-30T12:12:41.630402,5.4,35.7,343,82,8,0.0,0.492,286
2026-08-30T12:12:45.660097,5.8,35.7,343,81,8,0.0,0.504,286
2026-08-30T12:12:49.689774,5.4,35.7,343,83,8,0.0,2.762,286
2026-08-30T12:12:53.715134,5.4,35.7,343,84,8,0.0,0.684,286
2026-08-30T12:12:57.750680,6.3,35.7,343,82,11,0.016,3.609,286
2026-08-30T12:13:01.770389,4.5,35.7,344,83,11,0.0,0.277,287
2026-08-30T12:13:05.796211,6.2,35.8,342,84,11,0.0,2.102,285
2026-08-30T12:13:09.824886,6.2,35.6,342,83,11,0.0,0.898,285
2026-08-30T12:13:13.856090,6.4,35.6,342,84,11,0.0,0.473,285
2026-08-30T12:13:17.883615,6.2,35.6,342,82,11,0.0,0.066,285
2026-08-30T12:13:21.909708,4.3,35.5,342,84,11,0.0,0.383,285
2026-08-30T12:13:25.936386,6.4,35.6,342,84,11,0.0,0.648,285
2026-08-30T12:13:29.952839,16.2,36.9,342,84,12,0.0,6.797,285
2026-08-30T12:13:33.980863,7.0,37.6,342,85,12,0.0,13.5,285
2026-08-30T12:13:38.008403,12.0,37.2,342,87,12,0.0,1.5,285
2026-08-30T12:13:42.024704,13.7,37.4,342,87,12,0.0,1.168,285
2026-08-30T12:13:46.042034,11.9,37.3,342,87,13,0.066,4.164,285
2026-08-30T12:13:50.075079,14.9,37.3,342,89,13,0.0,0.395,285
2026-08-30T12:13:54.106833,7.5,37.3,340,88,13,0.0,0.629,283
2026-08-30T12:13:58.145596,8.4,37.3,340,88,13,0.0,1.262,283
2026-08-30T12:14:02.174184,9.2,37.2,340,86,13,0.0,0.0,283
2026-08-30T12:14:06.201514,7.3,37.2,340,88,13,0.0,4.012,283
2026-08-30T12:14:10.235518,10.3,37.2,340,87,13,0.0,0.148,283
2026-08-30T12:14:14.256994,13.1,37.1,340,85,13,0.0,0.172,283
2026-08-30T12:14:18.282142,6.7,37.2,340,88,13,0.0,0.207,283
2026-08-30T12:14:22.312404,13.4,37.2,340,88,13,0.0,0.746,283
2026-08-30T12:14:26.342847,5.5,37.7,340,87,13,0.0,23.281,283
2026-08-30T12:14:30.375256,14.8,36.6,340,87,13,0.0,0.32,283
2026-08-30T12:14:34.406346,12.1,36.5,341,87,13,0.0,0.234,284
2026-08-30T12:14:38.425070,15.7,36.4,345,85,13,0.0,0.957,285
2026-09-04T10:27:39.217982,13.1,32.5,338,111,8,0,0,284
2026-09-04T10:27:43.251712,6.1,32.6,338,109,8,0.008,0.453,284
2026-09-04T10:27:47.281931,13.9,32.6,338,108,8,0.613,1.125,284
2026-09-04T10:27:51.310317,5.5,32.2,338,108,8,2.0,0.516,284
2026-09-04T10:27:55.329152,5.3,32.2,338,110,8,0.0,0.234,284
2026-09-04T10:27:59.349401,6.6,32.0,339,108,8,3.324,0.348,285
2026-09-04T10:28:03.379353,6.9,32.5,339,109,8,0.07,17.191,285
2026-09-04T10:28:07.399013,6.1,32.4,339,107,8,0.871,0.594,285
2026-09-04T10:28:11.424346,6.1,32.3,339,107,8,0.0,0.766,285
2026-09-04T10:28:15.449774,9.7,32.3,339,107,8,0.0,0.293,285
2026-09-04T10:28:19.474769,8.0,32.2,339,106,8,0.0,0.582,285
2026-09-04T10:28:23.489066,12.9,32.4,339,106,8,0.074,7.016,285
2026-09-04T10:28:27.515788,5.8,32.6,338,110,9,0.0,1.426,284
2026-09-04T10:28:31.540567,4.8,32.6,338,107,9,0.0,0.125,284
2026-09-04T10:28:35.566135,10.4,31.9,336,108,9,0.0,9.355,282
2026-09-04T10:28:39.592859,12.3,32.1,336,110,9,0.0,7.816,282
2026-09-04T10:28:43.608920,7.5,32.1,336,107,9,51.004,0.938,282
2026-09-04T10:28:47.633293,8.5,32.7,336,110,9,0.352,2.41,282
2026-09-04T10:28:51.668510,10.4,32.7,335,111,10,0.0,2.832,281
2026-09-04T10:28:55.692412,5.5,32.6,335,109,10,0.0,0.172,281
